Date,Institut,Parteien,Anteil,Glatt
2013-10-23,forsa,AfD,5.0,4.941599838570904
2013-10-25,dimap,AfD,5.0,4.950506237513663
2013-10-27,emnid,AfD,5.0,4.95740408402002
2013-10-30,insa,AfD,4.5,4.95170351203812
2013-10-30,forsa,AfD,5.0,4.95170351203812
2013-11-03,emnid,AfD,5.0,4.935597379365164
2013-11-06,insa,AfD,4.0,4.900884867929699
2013-11-06,forsa,AfD,5.0,4.900884867929699
2013-11-07,dimap,AfD,4.0,4.889485498345716
2013-11-08,politbarometer,AfD,5.0,4.878167184051053
2013-11-10,emnid,AfD,5.0,4.85648210931607
2013-11-12,insa,AfD,4.5,4.833859118181712
2013-11-13,forsa,AfD,5.0,4.822239942252002
2013-11-17,emnid,AfD,5.0,4.777614406951715
2013-11-19,gms,AfD,5.0,4.7543605130463105
2013-11-20,forsa,AfD,5.0,4.745254766020489
2013-11-20,insa,AfD,4.5,4.745254766020489
2013-11-22,dimap,AfD,4.0,4.72886852671667
2013-11-24,emnid,AfD,5.0,4.714704349571104
2013-11-27,insa,AfD,4.0,4.695305491548978
2013-11-27,allensbach,AfD,5.0,4.695305491548978
2013-11-27,forsa,AfD,5.0,4.695305491548978
2013-11-29,politbarometer,AfD,5.0,4.678607669972559
2013-12-01,emnid,AfD,5.0,4.660771765546891
2013-12-03,insa,AfD,4.0,4.645396274027502
2013-12-04,forsa,AfD,5.0,4.636590129235525
2013-12-05,dimap,AfD,4.0,4.630440809475954
2013-12-08,emnid,AfD,5.0,4.607522876894636
2013-12-09,insa,AfD,4.5,4.601309858324345
2013-12-10,gms,AfD,4.0,4.594241506925555
2013-12-11,forsa,AfD,5.0,4.587769235381533
2013-12-13,politbarometer,AfD,4.0,4.575303503554455
2013-12-15,emnid,AfD,5.0,4.563138842532229
2013-12-17,forsa,AfD,5.0,4.551531964975129
2013-12-17,insa,AfD,4.0,4.551531964975129
2013-12-19,allensbach,AfD,4.5,4.540482026881208
2013-12-20,dimap,AfD,4.0,4.5356747546257825
2013-12-22,emnid,AfD,5.0,4.525926654155887
2014-01-01,forsa,AfD,4.0,4.487704577149106
2014-01-06,insa,AfD,5.0,4.485471702988477
2014-01-08,forsa,AfD,5.0,4.481313046957003
2014-01-09,dimap,AfD,4.0,4.4860781464579285
2014-01-12,emnid,AfD,5.0,4.493816226390163
2014-01-13,insa,AfD,4.0,4.490872179570124
2014-01-15,forsa,AfD,5.0,4.490031007490764
2014-01-17,politbarometer,AfD,4.0,4.485209663795486
2014-01-19,emnid,AfD,5.0,4.5000395753172375
2014-01-21,gms,AfD,4.0,4.506239337239373
2014-01-22,forsa,AfD,4.0,4.509611680152285
2014-01-22,insa,AfD,4.0,4.509611680152285
2014-01-26,emnid,AfD,4.0,4.525072339307647
2014-01-27,insa,AfD,4.0,4.525395948316507
2014-01-29,allensbach,AfD,5.0,4.539086372009198
2014-01-29,forsa,AfD,4.0,4.539086372009198
2014-01-31,dimap,AfD,4.0,4.549621389190534
2014-01-31,politbarometer,AfD,4.0,4.549621389190534
2014-02-02,emnid,AfD,4.0,4.561187863928599
2014-02-03,insa,AfD,5.0,4.570543037173729
2014-02-05,forsa,AfD,4.0,4.580803534651127
2014-02-06,dimap,AfD,5.0,4.59065880179549
2014-02-09,emnid,AfD,4.0,4.611915052540834
2014-02-11,insa,AfD,5.0,4.629570458732166
2014-02-12,forsa,AfD,4.0,4.638871061424785
2014-02-16,emnid,AfD,5.0,4.679045675328636
2014-02-17,insa,AfD,5.0,4.690848406280078
2014-02-19,forsa,AfD,5.0,4.713006306248863
2014-02-20,allensbach,AfD,5.0,4.724448229761935
2014-02-21,politbarometer,AfD,4.0,4.7361054849986415
2014-02-23,emnid,AfD,5.0,4.760838167122373
2014-02-25,gms,AfD,5.0,4.783738016089303
2014-02-25,insa,AfD,5.5,4.783738016089303
2014-02-26,forsa,AfD,5.0,4.795623543721043
2014-02-28,dimap,AfD,5.0,4.820625710916641
2014-03-02,emnid,AfD,5.0,4.84768236770666
2014-03-04,insa,AfD,5.0,4.876889786801137
2014-03-05,forsa,AfD,6.0,4.89052981405419
2014-03-06,dimap,AfD,4.0,4.903832295230271
2014-03-09,emnid,AfD,5.0,4.9459486259702174
2014-03-11,insa,AfD,5.5,4.975286849250406
2014-03-12,forsa,AfD,5.0,4.9888039240060715
2014-03-14,politbarometer,AfD,4.0,5.014868756498453
2014-03-16,emnid,AfD,5.0,5.03928386667699
2014-03-18,gms,AfD,5.0,5.064270715880162
2014-03-19,insa,AfD,5.0,5.077129198046842
2014-03-19,forsa,AfD,5.0,5.077129198046842
2014-03-19,allensbach,AfD,5.0,5.077129198046842
2014-03-23,emnid,AfD,5.0,5.113427826194992
2014-03-26,insa,AfD,5.0,5.13531110704465
2014-03-26,forsa,AfD,5.0,5.13531110704465
2014-03-28,politbarometer,AfD,5.0,5.144370141737711
2014-03-28,dimap,AfD,5.0,5.144370141737711
2014-03-30,emnid,AfD,5.0,5.156866374281082
2014-04-01,insa,AfD,5.0,5.167022072581723
2014-04-02,forsa,AfD,6.0,5.173476700111314
2014-04-03,dimap,AfD,5.0,5.179969211426843
2014-04-06,emnid,AfD,6.0,5.199969324093521
2014-04-08,insa,AfD,6.0,5.213137160506449
2014-04-09,forsa,AfD,5.0,5.220768858604442
2014-04-11,politbarometer,AfD,4.0,5.236089466924548
2014-04-13,emnid,AfD,6.0,5.252839620528534
2014-04-14,insa,AfD,5.5,5.260257614979728
2014-04-15,forsa,AfD,6.0,5.269494956583405
2014-04-16,gms,AfD,6.0,5.2811765265065
2014-04-16,allensbach,AfD,5.0,5.2811765265065
2014-04-20,emnid,AfD,6.0,5.325743999776615
2014-04-23,forsa,AfD,5.0,5.36430473597311
2014-04-23,insa,AfD,5.0,5.36430473597311
2014-04-25,dimap,AfD,5.0,5.392194673175474
2014-04-27,emnid,AfD,5.0,5.421484483749071
2014-04-29,forsa,AfD,6.0,5.45188223644211
2014-04-29,insa,AfD,5.5,5.45188223644211
2014-04-30,dimap,AfD,5.0,5.467404661479172
2014-05-04,emnid,AfD,5.0,5.530577472184155
2014-05-05,insa,AfD,5.0,5.546436803982847
2014-05-07,forsa,AfD,5.0,5.5780013564563165
2014-05-09,politbarometer,AfD,4.0,5.609082679033346
2014-05-11,emnid,AfD,5.0,5.639433176201971
2014-05-13,gms,AfD,5.0,5.670912841016236
2014-05-13,insa,AfD,5.5,5.670912841016236
2014-05-14,allensbach,AfD,5.5,5.685074269233348
2014-05-14,forsa,AfD,6.0,5.685074269233348
2014-05-16,dimap,AfD,6.0,5.7113673207249205
2014-05-18,emnid,AfD,6.0,5.739204299436442
2014-05-19,insa,AfD,5.0,5.752041446085446
2014-05-21,forsa,AfD,6.0,5.777041444864259
2014-05-25,emnid,AfD,6.0,5.823852123691772
2014-05-27,forsa,AfD,6.0,5.840990957334718
2014-05-27,insa,AfD,6.0,5.840990957334718
2014-06-01,emnid,AfD,6.0,5.881028822101703
2014-06-03,insa,AfD,6.0,5.886379486581297
2014-06-04,forsa,AfD,8.0,5.88407570458348
2014-06-05,politbarometer,AfD,5.0,5.8966509073661975
2014-06-05,dimap,AfD,7.0,5.8966509073661975
2014-06-08,emnid,AfD,7.0,5.918392233202072
2014-06-11,forsa,AfD,8.0,5.917858359344325
2014-06-11,insa,AfD,6.5,5.917858359344325
2014-06-15,emnid,AfD,6.0,5.911878988416901
2014-06-16,insa,AfD,6.0,5.911566507708094
2014-06-17,forsa,AfD,7.0,5.900132718706845
2014-06-20,dimap,AfD,6.0,5.915335843541219
2014-06-20,allensbach,AfD,6.0,5.915335843541219
2014-06-22,emnid,AfD,7.0,5.918292603287241
2014-06-23,insa,AfD,6.0,5.902512102891325
2014-06-24,gms,AfD,6.0,5.8966873075315895
2014-06-25,forsa,AfD,7.0,5.890073271067201
2014-06-27,politbarometer,AfD,6.0,5.874411633051
2014-06-29,emnid,AfD,7.0,5.855423410730769
2014-06-30,insa,AfD,6.0,5.836413992797557
2014-07-02,forsa,AfD,7.0,5.813371488964043
2014-07-03,dimap,AfD,5.0,5.8073606964121245
2014-07-06,emnid,AfD,6.0,5.767115680267439
2014-07-08,insa,AfD,5.5,5.732234902286211
2014-07-09,forsa,AfD,6.0,5.714021930001778
2014-07-13,emnid,AfD,5.0,5.6406932767517795
2014-07-14,insa,AfD,6.0,5.625315814667704
2014-07-16,forsa,AfD,6.0,5.596403766253837
2014-07-16,allensbach,AfD,6.0,5.596403766253837
2014-07-18,dimap,AfD,4.0,5.556585816380636
2014-07-18,politbarometer,AfD,5.0,5.556585816380636
2014-07-20,emnid,AfD,5.0,5.5402281741209745
2014-07-22,gms,AfD,5.0,5.516454938720105
2014-07-23,forsa,AfD,5.0,5.496927705182695
2014-07-23,insa,AfD,6.0,5.496927705182695
2014-07-27,emnid,AfD,5.0,5.449848998081652
2014-07-29,insa,AfD,5.0,5.4120769007439264
2014-07-30,forsa,AfD,5.0,5.406612675355711
2014-08-03,emnid,AfD,5.0,5.3996727681137715
2014-08-05,insa,AfD,4.5,5.440334876106254
2014-08-06,forsa,AfD,5.0,5.429273668614313
2014-08-07,dimap,AfD,5.0,5.437100291284669
2014-08-10,emnid,AfD,5.0,5.470383228480342
2014-08-13,insa,AfD,5.5,5.499379433619292
2014-08-13,forsa,AfD,5.0,5.499379433619292
2014-08-17,emnid,AfD,4.0,5.588672083015089
2014-08-19,gms,AfD,4.0,5.661363214704776
2014-08-20,insa,AfD,5.0,5.707872412364726
2014-08-20,allensbach,AfD,6.5,5.707872412364726
2014-08-20,forsa,AfD,5.0,5.707872412364726
2014-08-22,politbarometer,AfD,4.0,5.753433401379464
2014-08-24,emnid,AfD,4.0,5.82084739808347
2014-08-27,forsa,AfD,5.0,5.915601458216911
2014-08-27,insa,AfD,5.0,5.915601458216911
2014-08-29,dimap,AfD,5.0,6.003266356943874
2014-08-31,emnid,AfD,5.0,6.069704741628995
2014-09-02,insa,AfD,6.0,6.161019382546242
2014-09-03,forsa,AfD,5.0,6.192494581623322
2014-09-04,dimap,AfD,7.0,6.230473361361797
2014-09-05,politbarometer,AfD,6.0,6.271780335062545
2014-09-07,emnid,AfD,6.0,6.344808720798817
2014-09-10,forsa,AfD,7.0,6.462186158405216
2014-09-10,insa,AfD,6.0,6.462186158405216
2014-09-14,emnid,AfD,7.0,6.614013132098544
2014-09-16,insa,AfD,7.0,6.690143696125045
2014-09-17,allensbach,AfD,6.5,6.7199814778418325
2014-09-17,forsa,AfD,7.0,6.7199814778418325
2014-09-21,emnid,AfD,8.0,6.874851042302176
2014-09-23,forsa,AfD,10.0,6.945134050291745
2014-09-23,gms,AfD,9.0,6.945134050291745
2014-09-24,insa,AfD,8.0,6.99180133319507
2014-09-26,politbarometer,AfD,7.0,7.058822122521813
2014-09-26,dimap,AfD,8.0,7.058822122521813
2014-09-28,emnid,AfD,8.0,7.122092515548606
2014-09-29,insa,AfD,8.5,7.1681694646599325
2014-10-01,forsa,AfD,9.0,7.226061189639703
2014-10-02,dimap,AfD,9.0,7.253131058975808
2014-10-05,emnid,AfD,9.0,7.307347113568327
2014-10-07,forsa,AfD,8.0,7.368270111136037
2014-10-07,insa,AfD,8.0,7.368270111136037
2014-10-10,politbarometer,AfD,8.0,7.4199794466900455
2014-10-11,emnid,AfD,8.0,7.415045904206496
2014-10-13,insa,AfD,9.0,7.45742329121905
2014-10-15,forsa,AfD,8.0,7.491010966286832
2014-10-19,emnid,AfD,7.0,7.486264130116155
2014-10-21,allensbach,AfD,7.5,7.495628743215432
2014-10-21,gms,AfD,7.0,7.495628743215432
2014-10-21,insa,AfD,8.0,7.495628743215432
2014-10-22,forsa,AfD,8.0,7.5024387541406385
2014-10-24,politbarometer,AfD,7.0,7.474430303270004
2014-10-24,dimap,AfD,7.0,7.474430303270004
2014-10-26,emnid,AfD,6.0,7.443485433745868
2014-10-28,insa,AfD,8.0,7.402775680511883
2014-10-29,forsa,AfD,8.0,7.38275624914215
2014-11-02,emnid,AfD,7.0,7.314401902592461
2014-11-05,insa,AfD,8.0,7.2636150819931276
2014-11-05,forsa,AfD,8.0,7.2636150819931276
2014-11-06,dimap,AfD,7.0,7.245021491558861
2014-11-09,emnid,AfD,7.0,7.183057443068821
2014-11-11,insa,AfD,8.0,7.142601045405511
2014-11-12,forsa,AfD,8.0,7.121828679238901
2014-11-14,politbarometer,AfD,7.0,7.077976794798622
2014-11-16,emnid,AfD,7.0,7.0325412525437265
2014-11-17,insa,AfD,7.0,7.010555858267153
2014-11-19,allensbach,AfD,6.5,6.96998558659433
2014-11-19,forsa,AfD,7.0,6.96998558659433
2014-11-21,dimap,AfD,6.0,6.9237416034700505
2014-11-22,emnid,AfD,6.0,6.906736690768456
2014-11-24,insa,AfD,7.5,6.869079309923852
2014-11-25,gms,AfD,6.0,6.855020892501416
2014-11-26,forsa,AfD,6.0,6.837879165241744
2014-11-28,politbarometer,AfD,6.0,6.805298622238433
2014-11-30,emnid,AfD,7.0,6.7748672492125515
2014-12-02,insa,AfD,8.5,6.750663221247262
2014-12-03,forsa,AfD,6.0,6.7325985637592956
2014-12-04,dimap,AfD,7.0,6.71924754650014
2014-12-07,emnid,AfD,6.0,6.680759628397567
2014-12-10,forsa,AfD,6.0,6.647110351945779
2014-12-11,insa,AfD,8.0,6.63471635492107
2014-12-12,politbarometer,AfD,6.0,6.619122056519547
2014-12-14,emnid,AfD,6.0,6.598034249573641
2014-12-16,insa,AfD,7.5,6.574097716027384
2014-12-16,gms,AfD,7.0,6.574097716027384
2014-12-16,forsa,AfD,5.0,6.574097716027384
2014-12-17,allensbach,AfD,7.0,6.559239781489572
2014-12-19,dimap,AfD,6.0,6.533111348994993
2014-12-20,emnid,AfD,7.0,6.521888870834386
2015-01-01,forsa,AfD,5.0,6.412184563771855
2015-01-06,insa,AfD,7.5,6.37935133432897
2015-01-07,forsa,AfD,5.0,6.371996336570259
2015-01-08,dimap,AfD,6.0,6.369137172059508
2015-01-10,emnid,AfD,7.0,6.356457534821175
2015-01-14,forsa,AfD,6.0,6.344275952906778
2015-01-15,insa,AfD,7.5,6.3390678116950525
2015-01-16,politbarometer,AfD,6.0,6.336092952771451
2015-01-16,dimap,AfD,6.0,6.336092952771451
2015-01-17,emnid,AfD,7.0,6.333245724714551
2015-01-20,gms,AfD,6.0,6.328048350177631
2015-01-20,insa,AfD,7.0,6.328048350177631
2015-01-21,forsa,AfD,6.0,6.325686420341954
2015-01-24,emnid,AfD,6.0,6.319080644406598
2015-01-26,insa,AfD,7.0,6.315084817513291
2015-01-28,allensbach,AfD,6.0,6.311378451560091
2015-01-28,forsa,AfD,6.0,6.311378451560091
2015-01-30,politbarometer,AfD,6.0,6.307973730878412
2015-01-31,emnid,AfD,6.0,6.306364596133693
2015-02-02,insa,AfD,7.0,6.303896877199759
2015-02-04,forsa,AfD,5.0,6.300108851409227
2015-02-05,dimap,AfD,6.0,6.298096209633909
2015-02-07,emnid,AfD,5.0,6.293331849105401
2015-02-10,insa,AfD,7.5,6.286401601764668
2015-02-11,forsa,AfD,6.0,6.284976579900658
2015-02-13,dimap,AfD,7.0,6.279378956992582
2015-02-14,emnid,AfD,6.0,6.2780930164815985
2015-02-18,forsa,AfD,5.0,6.258835364089454
2015-02-18,insa,AfD,7.0,6.258835364089454
2015-02-19,allensbach,AfD,6.0,6.254290490038365
2015-02-21,emnid,AfD,6.0,6.244522731805794
2015-02-24,insa,AfD,7.5,6.228608074830924
2015-02-24,gms,AfD,6.0,6.228608074830924
2015-02-25,forsa,AfD,6.0,6.2252275391550365
2015-02-27,politbarometer,AfD,7.0,6.218173515206666
2015-02-28,emnid,AfD,6.0,6.214565327808629
2015-03-02,insa,AfD,7.5,6.202830385096569
2015-03-04,forsa,AfD,7.0,6.191270907690798
2015-03-05,dimap,AfD,6.0,6.1879142215129646
2015-03-07,emnid,AfD,7.0,6.176638072817656
2015-03-11,insa,AfD,7.5,6.154303193856739
2015-03-11,forsa,AfD,6.0,6.154303193856739
2015-03-13,dimap,AfD,6.0,6.1454318110390025
2015-03-13,politbarometer,AfD,6.0,6.1454318110390025
2015-03-14,emnid,AfD,6.0,6.136727051903386
2015-03-17,insa,AfD,7.5,6.114973785257469
2015-03-18,forsa,AfD,6.0,6.1081305614917945
2015-03-19,allensbach,AfD,6.0,6.098570224015664
2015-03-21,emnid,AfD,6.0,6.085727595636607
2015-03-24,gms,AfD,5.0,6.06195584433928
2015-03-24,insa,AfD,6.5,6.06195584433928
2015-03-25,forsa,AfD,5.0,6.054127665294598
2015-03-27,politbarometer,AfD,6.0,6.0333841694552195
2015-03-28,emnid,AfD,6.0,6.020877176600335
2015-03-31,forsa,AfD,6.0,5.983630235348387
2015-03-31,insa,AfD,6.0,5.983630235348387
2015-04-02,dimap,AfD,6.0,5.957626780170185
2015-04-04,emnid,AfD,5.0,5.931179930843718
2015-04-08,forsa,AfD,6.0,5.870430709763803
2015-04-09,insa,AfD,6.5,5.853793467470647
2015-04-11,emnid,AfD,5.0,5.823125529396405
2015-04-14,insa,AfD,6.5,5.774088003567793
2015-04-15,forsa,AfD,5.0,5.75742246307377
2015-04-16,allensbach,AfD,6.0,5.740622764715334
2015-04-16,gms,AfD,5.0,5.740622764715334
2015-04-17,politbarometer,AfD,6.0,5.724188778488113
2015-04-18,emnid,AfD,6.0,5.707216880682657
2015-04-21,insa,AfD,6.5,5.656287063884932
2015-04-22,forsa,AfD,6.0,5.639378956519696
2015-04-24,dimap,AfD,6.0,5.605737209779259
2015-04-25,emnid,AfD,6.0,5.587787162981523
2015-04-27,insa,AfD,6.0,5.555870203216592
2015-04-29,forsa,AfD,4.0,5.521220618660431
2015-05-03,emnid,AfD,6.0,5.455226842377591
2015-05-04,insa,AfD,6.0,5.438719216510623
2015-05-06,forsa,AfD,4.0,5.4078581491060005
2015-05-07,dimap,AfD,6.0,5.393535560996604
2015-05-09,emnid,AfD,6.0,5.357631912725757
2015-05-12,forsa,AfD,5.0,5.304612666187446
2015-05-13,insa,AfD,6.0,5.2856808586205615
2015-05-15,gms,AfD,5.0,5.252513889633056
2015-05-16,emnid,AfD,5.0,5.234744514131749
2015-05-19,insa,AfD,5.5,5.179757030494248
2015-05-20,forsa,AfD,5.0,5.160829886342017
2015-05-21,dimap,AfD,5.0,5.141599492060538
2015-05-21,allensbach,AfD,5.0,5.141599492060538
2015-05-22,politbarometer,AfD,5.0,5.122901765999314
2015-05-23,emnid,AfD,5.0,5.102249137777453
2015-05-27,forsa,AfD,4.0,5.020326131245122
2015-05-27,insa,AfD,5.5,5.020326131245122
2015-05-30,emnid,AfD,5.0,4.956345646562649
2015-06-01,insa,AfD,5.0,4.912585189407787
2015-06-02,forsa,AfD,5.0,4.890391302098764
2015-06-03,dimap,AfD,5.0,4.868006299608097
2015-06-06,emnid,AfD,5.0,4.800375706714345
2015-06-10,insa,AfD,5.0,4.706326416628554
2015-06-10,forsa,AfD,4.0,4.706326416628554
2015-06-12,politbarometer,AfD,4.0,4.658748138273554
2015-06-13,emnid,AfD,5.0,4.634826858443839
2015-06-15,insa,AfD,4.5,4.5868839822960945
2015-06-17,forsa,AfD,5.0,4.538093508198225
2015-06-18,allensbach,AfD,4.0,4.513519219562555
2015-06-19,dimap,AfD,5.0,4.490523009916108
2015-06-20,emnid,AfD,5.0,4.467641200276531
2015-06-23,insa,AfD,4.5,4.397161346067727
2015-06-24,forsa,AfD,4.0,4.373731426287244
2015-06-25,gms,AfD,4.0,4.350929071400592
2015-06-27,emnid,AfD,5.0,4.305695076887376
2015-06-30,insa,AfD,4.5,4.2391294312271635
2015-07-01,forsa,AfD,4.0,4.216858878023293
2015-07-02,dimap,AfD,5.0,4.196462453613885
2015-07-03,politbarometer,AfD,4.0,4.175618530055211
2015-07-04,emnid,AfD,5.0,4.155124918947568
2015-07-07,insa,AfD,4.0,4.095893753754379
2015-07-08,forsa,AfD,4.0,4.076908626405435
2015-07-12,emnid,AfD,3.0,4.004789796252109
2015-07-13,insa,AfD,3.5,3.9877680332418506
2015-07-14,forsa,AfD,4.0,3.967207651315664
2015-07-16,allensbach,AfD,4.0,3.9304629172399497
